OrderID,OrderDate,Region,SalesChannel,CustomerSegment,SalesRep,ProductCategory,Product,Quantity,UnitPrice,DiscountPct,UnitCost,Revenue,Cost,Profit,ProfitMarginPct,OrderMonth,OrderYear,Weekday
ORD100262,2024-10-26,East,In-Store,Consumer,Rep_15,Apparel,Winter Coat,3,83.67,0.0,38.59,251.01,115.77,135.24,53.88,2024-10,2024,Saturday
ORD100993,2025-08-24,North,Marketplace,Consumer,Rep_15,Electronics,Wireless Earbuds,2,77.05,0.0,35.8,154.1,71.6,82.5,53.54,2025-08,2025,Sunday
ORD101218,2024-11-11,North,In-Store,Consumer,Rep_03,Sports & Outdoors,Camping Tent,9,61.91,15.0,40.23,473.61,362.07,111.54,23.55,2024-11,2024,Monday
ORD102638,2025-07-15,North,In-Store,Small Business,Rep_10,Beauty,Skincare Set,1,77.91,0.0,42.21,77.91,42.21,35.7,45.82,2025-07,2025,Tuesday
ORD101077,2025-09-11,West,Online,Small Business,Rep_05,Apparel,Backpack,3,86.36,0.0,54.19,259.08,162.57,96.51,37.25,2025-09,2025,Thursday
ORD102431,2024-04-12,West,Online,Consumer,Rep_02,Home & Kitchen,Air Fryer,3,101.01,15.0,59.01,257.58,177.03,80.55,31.27,2024-04,2024,Friday
ORD100590,2025-10-08,West,Online,Consumer,Rep_07,Apparel,Running Shoes,4,109.24,5.0,52.84,415.11,211.36,203.75,49.08,2025-10,2025,Wednesday
ORD100298,2025-07-23,South,Online,Consumer,Rep_05,Sports & Outdoors,Water Bottle,5,43.38,10.0,28.46,195.21,142.3,52.91,27.1,2025-07,2025,Wednesday
ORD100479,2024-08-27,West,In-Store,Small Business,Rep_02,Sports & Outdoors,Yoga Mat,2,62.31,0.0,33.65,124.62,67.3,57.32,46.0,2024-08,2024,Tuesday
ORD102419,2025-10-21,West,In-Store,Consumer,Rep_07,Apparel,Winter Coat,5,102.91,0.0,65.09,514.55,325.45,189.1,36.75,2025-10,2025,Tuesday
ORD102094,2025-07-13,North,Online,Consumer,Rep_01,Sports & Outdoors,Dumbbell Set,6,118.16,0.0,53.62,708.96,321.72,387.24,54.62,2025-07,2025,Sunday
ORD102230,2024-03-17,West,In-Store,Enterprise,Rep_12,Beauty,Hair Dryer,4,41.25,0.0,23.38,165.0,93.52,71.48,43.32,2024-03,2024,Sunday
ORD100000,2024-03-06,West,In-Store,Consumer,Rep_08,Home & Kitchen,Cookware Set,4,145.77,0.0,67.74,583.08,270.96,312.12,53.53,2024-03,2024,Wednesday
ORD100037,2024-03-20,East,In-Store,Consumer,Rep_01,Sports & Outdoors,Dumbbell Set,4,129.68,0.0,84.8,518.72,339.2,179.52,34.61,2024-03,2024,Wednesday
ORD102143,2025-03-23,West,Online,Small Business,Rep_05,Electronics,Wireless Earbuds,9,178.26,0.0,100.84,1604.34,907.56,696.78,43.43,2025-03,2025,Sunday
ORD101803,2025-06-02,South,In-Store,Small Business,Rep_04,Apparel,Running Shoes,7,108.82,0.0,62.94,761.74,440.58,321.16,42.16,2025-06,2025,Monday
ORD101776,2025-09-04,East,Online,Small Business,Rep_15,Sports & Outdoors,Dumbbell Set,6,122.76,0.0,68.69,736.56,412.14,324.42,44.05,2025-09,2025,Thursday
ORD101141,2024-10-28,North,Online,Enterprise,Rep_07,Apparel,Backpack,3,19.42,0.0,11.36,58.26,34.08,24.18,41.5,2024-10,2024,Monday
ORD100738,2024-06-05,North,Online,Consumer,Rep_03,Electronics,Laptop Stand,4,70.05,0.0,31.93,280.2,127.72,152.48,54.42,2024-06,2024,Wednesday
ORD100877,2024-11-18,East,In-Store,Consumer,Rep_12,Electronics,Smartwatch,3,35.95,0.0,24.04,107.85,72.12,35.73,33.13,2024-11,2024,Monday
ORD101428,2024-01-30,South,In-Store,Small Business,Unassigned,Home & Kitchen,Blender,4,143.65,0.0,96.93,574.6,387.72,186.88,32.52,2024-01,2024,Tuesday
ORD101153,2025-12-10,North,In-Store,Consumer,Rep_10,Sports & Outdoors,Camping Tent,5,25.46,10.0,14.22,114.57,71.1,43.47,37.94,2025-12,2025,Wednesday
ORD101778,2025-05-08,North,Online,Consumer,Rep_06,Apparel,Winter Coat,5,80.1,0.0,37.74,400.5,188.7,211.8,52.88,2025-05,2025,Thursday
ORD100094,2025-12-08,North,Online,Consumer,Unassigned,Apparel,Running Shoes,4,99.29,10.0,53.8,357.44,215.2,142.24,39.79,2025-12,2025,Monday
ORD100374,2024-03-27,East,In-Store,Consumer,Rep_14,Apparel,Denim Jacket,1,64.0,15.0,37.62,54.4,37.62,16.78,30.85,2024-03,2024,Wednesday
ORD102185,2024-01-10,West,Online,Small Business,Rep_04,Sports & Outdoors,Water Bottle,4,40.61,0.0,24.36,162.44,97.44,65.0,40.01,2024-01,2024,Wednesday
ORD102421,2024-09-11,West,In-Store,Consumer,Rep_14,Electronics,Wireless Earbuds,3,91.91,5.0,56.3,261.94,168.9,93.04,35.52,2024-09,2024,Wednesday
ORD100058,2025-12-20,South,Marketplace,Small Business,Rep_05,Electronics,Laptop Stand,9,128.63,0.0,61.61,1157.67,554.49,603.18,52.1,2025-12,2025,Saturday
ORD102632,2025-04-10,West,In-Store,Consumer,Rep_03,Home & Kitchen,Air Fryer,6,156.04,0.0,74.16,936.24,444.96,491.28,52.47,2025-04,2025,Thursday
ORD100959,2024-03-06,South,Online,Small Business,Rep_15,Electronics,Laptop Stand,5,205.84,0.0,102.64,1029.2,513.2,516.0,50.14,2024-03,2024,Wednesday
ORD101763,2025-01-10,South,In-Store,Consumer,Rep_02,Electronics,Wireless Earbuds,4,152.57,0.0,74.1,610.28,296.4,313.88,51.43,2025-01,2025,Friday
ORD102362,2025-04-13,South,Online,Consumer,Rep_11,Beauty,Makeup Kit,6,57.33,0.0,36.8,343.98,220.8,123.18,35.81,2025-04,2025,Sunday
ORD101192,2025-07-27,South,Online,Consumer,Rep_06,Apparel,Yoga Pants,4,98.04,0.0,55.67,392.16,222.68,169.48,43.22,2025-07,2025,Sunday
ORD100196,2024-12-29,West,Online,Consumer,Rep_14,Sports & Outdoors,Water Bottle,4,19.5,10.0,12.64,70.2,50.56,19.64,27.98,2024-12,2024,Sunday
ORD101368,2024-08-06,South,Online,Consumer,Rep_15,Apparel,Backpack,1,25.34,0.0,11.81,25.34,11.81,13.53,53.39,2024-08,2024,Tuesday
ORD100372,2024-11-01,South,Online,Consumer,Rep_01,Apparel,Running Shoes,1,73.47,0.0,36.35,73.47,36.35,37.12,50.52,2024-11,2024,Friday
ORD101398,2024-10-03,West,Online,Consumer,Rep_15,Electronics,Laptop Stand,1,75.63,0.0,42.09,75.63,42.09,33.54,44.35,2024-10,2024,Thursday
ORD101163,2025-01-02,South,In-Store,Small Business,Rep_02,Sports & Outdoors,Water Bottle,3,100.94,10.0,68.07,272.54,204.21,68.33,25.07,2025-01,2025,Thursday
ORD100619,2024-11-17,North,Marketplace,Small Business,Rep_10,Apparel,Running Shoes,6,88.3,5.0,48.76,503.31,292.56,210.75,41.87,2024-11,2024,Sunday
ORD102028,2025-01-25,North,In-Store,Small Business,Rep_14,Apparel,Running Shoes,1,46.68,0.0,22.36,46.68,22.36,24.32,52.1,2025-01,2025,Saturday
ORD102047,2025-03-20,North,Marketplace,Consumer,Rep_07,Beauty,Hair Dryer,4,12.8,5.0,7.06,48.64,28.24,20.4,41.94,2025-03,2025,Thursday
ORD101972,2024-05-01,East,In-Store,Consumer,Rep_06,Electronics,Wireless Earbuds,1,129.51,0.0,76.04,129.51,76.04,53.47,41.29,2024-05,2024,Wednesday
ORD100945,2025-01-09,East,Online,Consumer,Rep_03,Home & Kitchen,Cookware Set,7,141.52,0.0,77.13,990.64,539.91,450.73,45.5,2025-01,2025,Thursday
ORD102118,2024-03-04,East,Marketplace,Enterprise,Rep_10,Home & Kitchen,Cookware Set,4,83.03,0.0,48.67,332.12,194.68,137.44,41.38,2024-03,2024,Monday
ORD101671,2025-03-11,South,Online,Consumer,Rep_11,Beauty,Makeup Kit,1,76.68,5.0,41.72,72.85,41.72,31.13,42.73,2025-03,2025,Tuesday
ORD100362,2024-12-23,East,Online,Consumer,Rep_10,Home & Kitchen,Cookware Set,3,51.28,0.0,26.75,153.84,80.25,73.59,47.84,2024-12,2024,Monday
ORD100051,2024-10-14,North,In-Store,Consumer,Rep_04,Home & Kitchen,Blender,2,27.23,0.0,17.04,54.46,34.08,20.38,37.42,2024-10,2024,Monday
ORD101193,2024-02-09,East,Online,Small Business,Rep_03,Apparel,Backpack,4,118.84,5.0,79.19,451.59,316.76,134.83,29.86,2024-02,2024,Friday
ORD101318,2024-10-25,North,In-Store,Small Business,Rep_01,Home & Kitchen,Coffee Maker,2,64.1,5.0,37.32,121.79,74.64,47.15,38.71,2024-10,2024,Friday
ORD100789,2025-08-28,East,In-Store,Consumer,Rep_01,Apparel,Winter Coat,2,49.04,0.0,24.58,98.08,49.16,48.92,49.88,2025-08,2025,Thursday
ORD101976,2024-06-23,North,Online,Consumer,Rep_06,Apparel,Winter Coat,3,62.94,0.0,42.41,188.82,127.23,61.59,32.62,2024-06,2024,Sunday
ORD101402,2025-05-22,North,Marketplace,Consumer,Rep_03,Home & Kitchen,Air Fryer,1,34.32,0.0,22.8,34.32,22.8,11.52,33.57,2025-05,2025,Thursday
ORD102615,2024-04-15,West,Online,Consumer,Rep_13,Apparel,Denim Jacket,2,107.58,0.0,58.3,215.16,116.6,98.56,45.81,2024-04,2024,Monday
ORD100170,2024-07-05,North,Marketplace,Consumer,Rep_07,Apparel,Yoga Pants,1,90.19,0.0,41.96,90.19,41.96,48.23,53.48,2024-07,2024,Friday
ORD100034,2024-10-12,North,Online,Enterprise,Rep_11,Home & Kitchen,Air Fryer,10,115.76,5.0,63.81,1099.72,638.1,461.62,41.98,2024-10,2024,Saturday
ORD101301,2024-11-11,East,In-Store,Small Business,Rep_03,Home & Kitchen,Air Fryer,6,161.68,0.0,88.17,970.08,529.02,441.06,45.47,2024-11,2024,Monday
ORD100727,2025-01-04,West,Online,Small Business,Rep_09,Home & Kitchen,Vacuum Cleaner,3,134.2,0.0,89.82,402.6,269.46,133.14,33.07,2025-01,2025,Saturday
ORD100502,2025-03-29,West,Online,Consumer,Rep_06,Home & Kitchen,Vacuum Cleaner,1,37.25,0.0,25.24,37.25,25.24,12.01,32.24,2025-03,2025,Saturday
ORD101854,2025-03-15,East,Online,Consumer,Rep_13,Apparel,Winter Coat,6,117.43,0.0,66.72,704.58,400.32,304.26,43.18,2025-03,2025,Saturday
ORD102284,2025-04-27,East,Online,Consumer,Rep_12,Home & Kitchen,Blender,6,130.06,0.0,65.91,780.36,395.46,384.9,49.32,2025-04,2025,Sunday
ORD100707,2024-07-20,East,Online,Consumer,Rep_10,Sports & Outdoors,Yoga Mat,1,30.82,0.0,14.9,30.82,14.9,15.92,51.65,2024-07,2024,Saturday
ORD101205,2025-05-22,North,Marketplace,Small Business,Rep_14,Home & Kitchen,Cookware Set,9,33.77,20.0,18.85,243.14,169.65,73.49,30.23,2025-05,2025,Thursday
ORD101974,2025-07-31,East,Online,Consumer,Rep_01,Beauty,Skincare Set,1,55.09,5.0,34.14,52.34,34.14,18.2,34.77,2025-07,2025,Thursday
ORD101447,2025-07-28,East,Online,Small Business,Rep_04,Apparel,Backpack,2,84.25,5.0,52.25,160.07,104.5,55.57,34.72,2025-07,2025,Monday
ORD101911,2025-06-10,East,Online,Consumer,Rep_10,Home & Kitchen,Air Fryer,7,142.67,0.0,87.99,998.69,615.93,382.76,38.33,2025-06,2025,Tuesday
ORD102253,2025-11-13,North,Online,Consumer,Rep_05,Beauty,Makeup Kit,5,73.94,0.0,49.63,369.7,248.15,121.55,32.88,2025-11,2025,Thursday
ORD101896,2025-10-30,West,Marketplace,Consumer,Rep_10,Beauty,Perfume,3,29.97,15.0,16.67,76.42,50.01,26.41,34.56,2025-10,2025,Thursday
ORD100899,2025-10-15,West,Marketplace,Small Business,Rep_03,Sports & Outdoors,Water Bottle,2,149.74,0.0,86.98,299.48,173.96,125.52,41.91,2025-10,2025,Wednesday
ORD102092,2024-06-25,South,Marketplace,Consumer,Rep_15,Beauty,Skincare Set,5,72.26,0.0,33.14,361.3,165.7,195.6,54.14,2024-06,2024,Tuesday
ORD100206,2024-02-03,South,In-Store,Enterprise,Rep_14,Beauty,Perfume,2,33.41,0.0,22.7,66.82,45.4,21.42,32.06,2024-02,2024,Saturday
ORD100720,2024-01-04,North,In-Store,Small Business,Rep_01,Home & Kitchen,Coffee Maker,4,83.42,15.0,55.75,283.63,223.0,60.63,21.38,2024-01,2024,Thursday
ORD100547,2024-12-05,East,In-Store,Consumer,Unassigned,Apparel,Running Shoes,5,85.13,5.0,50.96,404.37,254.8,149.57,36.99,2024-12,2024,Thursday
ORD101370,2024-12-08,East,Online,Consumer,Rep_14,Electronics,Smartwatch,8,103.53,0.0,60.79,828.24,486.32,341.92,41.28,2024-12,2024,Sunday
ORD100658,2024-07-17,East,Online,Consumer,Rep_05,Apparel,Winter Coat,3,19.24,0.0,12.31,57.72,36.93,20.79,36.02,2024-07,2024,Wednesday
ORD101263,2025-11-15,East,Online,Consumer,Rep_07,Electronics,Smartwatch,9,111.9,10.0,68.64,906.39,617.76,288.63,31.84,2025-11,2025,Saturday
ORD102197,2024-06-26,North,Online,Enterprise,Rep_13,Beauty,Skincare Set,6,69.24,0.0,33.83,415.44,202.98,212.46,51.14,2024-06,2024,Wednesday
ORD100684,2025-06-08,North,In-Store,Consumer,Rep_01,Sports & Outdoors,Camping Tent,4,118.66,5.0,73.51,450.91,294.04,156.87,34.79,2025-06,2025,Sunday
ORD101252,2024-11-06,South,In-Store,Enterprise,Rep_06,Electronics,Power Bank,3,41.76,0.0,23.36,125.28,70.08,55.2,44.06,2024-11,2024,Wednesday
ORD101082,2024-08-30,West,In-Store,Small Business,Rep_04,Electronics,Laptop Stand,3,94.59,10.0,55.6,255.39,166.8,88.59,34.69,2024-08,2024,Friday
ORD100426,2024-01-19,South,Online,Consumer,Rep_08,Home & Kitchen,Vacuum Cleaner,2,136.91,10.0,72.98,246.44,145.96,100.48,40.77,2024-01,2024,Friday
ORD101352,2024-07-26,North,Online,Consumer,Rep_09,Electronics,Wireless Earbuds,3,94.36,20.0,50.55,226.46,151.65,74.81,33.03,2024-07,2024,Friday
ORD102289,2024-05-04,South,Marketplace,Consumer,Rep_12,Sports & Outdoors,Yoga Mat,3,76.7,0.0,44.42,230.1,133.26,96.84,42.09,2024-05,2024,Saturday
ORD101910,2024-09-16,South,Online,Small Business,Rep_13,Home & Kitchen,Vacuum Cleaner,1,137.27,0.0,77.39,137.27,77.39,59.88,43.62,2024-09,2024,Monday
ORD102103,2024-07-21,South,Online,Consumer,Rep_10,Sports & Outdoors,Camping Tent,5,87.43,10.0,52.68,393.44,263.4,130.04,33.05,2024-07,2024,Sunday
ORD102590,2025-12-18,North,Online,Consumer,Rep_08,Home & Kitchen,Cookware Set,5,63.23,5.0,31.35,300.34,156.75,143.59,47.81,2025-12,2025,Thursday
ORD100640,2025-02-25,West,In-Store,Consumer,Rep_10,Sports & Outdoors,Dumbbell Set,6,64.13,0.0,41.36,384.78,248.16,136.62,35.51,2025-02,2025,Tuesday
ORD101566,2025-05-02,West,In-Store,Small Business,Rep_06,Beauty,Hair Dryer,1,49.51,5.0,31.39,47.03,31.39,15.64,33.26,2025-05,2025,Friday
ORD101493,2024-12-11,North,Online,Small Business,Rep_09,Electronics,Smartwatch,5,30.32,0.0,17.28,151.6,86.4,65.2,43.01,2024-12,2024,Wednesday
ORD102417,2024-01-14,South,Online,Small Business,Rep_05,Beauty,Skincare Set,3,36.0,10.0,20.93,97.2,62.79,34.41,35.4,2024-01,2024,Sunday
ORD101784,2025-02-25,East,Online,Consumer,Rep_07,Sports & Outdoors,Water Bottle,5,27.68,0.0,14.2,138.4,71.0,67.4,48.7,2025-02,2025,Tuesday
ORD100897,2025-07-20,East,Online,Small Business,Unassigned,Sports & Outdoors,Yoga Mat,1,92.95,10.0,44.36,83.66,44.36,39.3,46.98,2025-07,2025,Sunday
ORD100795,2024-05-09,North,Online,Consumer,Rep_04,Electronics,Smartwatch,1,92.66,0.0,58.17,92.66,58.17,34.49,37.22,2024-05,2024,Thursday
ORD100474,2024-04-29,South,Online,Consumer,Rep_10,Home & Kitchen,Coffee Maker,6,53.03,0.0,28.07,318.18,168.42,149.76,47.07,2024-04,2024,Monday
ORD101621,2025-12-30,North,Online,Small Business,Rep_07,Apparel,Backpack,5,71.9,0.0,40.5,359.5,202.5,157.0,43.67,2025-12,2025,Tuesday
ORD100200,2025-01-02,South,In-Store,Consumer,Rep_13,Apparel,Yoga Pants,6,74.25,0.0,43.46,445.5,260.76,184.74,41.47,2025-01,2025,Thursday
ORD101286,2024-05-20,West,Marketplace,Consumer,Rep_05,Apparel,Denim Jacket,2,17.92,0.0,12.01,35.84,24.02,11.82,32.98,2024-05,2024,Monday
ORD101437,2025-03-12,West,Online,Small Business,Rep_15,Electronics,Laptop Stand,1,75.85,0.0,43.24,75.85,43.24,32.61,42.99,2025-03,2025,Wednesday
ORD101538,2024-05-08,West,Marketplace,Enterprise,Rep_04,Sports & Outdoors,Dumbbell Set,7,116.66,0.0,70.9,816.62,496.3,320.32,39.23,2024-05,2024,Wednesday
ORD102071,2024-03-10,West,Online,Enterprise,Rep_05,Sports & Outdoors,Cycling Helmet,2,64.29,0.0,38.13,128.58,76.26,52.32,40.69,2024-03,2024,Sunday
ORD101294,2025-07-03,North,Online,Small Business,Rep_14,Sports & Outdoors,Water Bottle,8,21.58,10.0,13.11,155.38,104.88,50.5,32.5,2025-07,2025,Thursday
ORD101701,2024-07-26,South,In-Store,Small Business,Rep_15,Electronics,Wireless Earbuds,5,43.7,20.0,19.71,174.8,98.55,76.25,43.62,2024-07,2024,Friday
ORD102160,2025-06-17,South,Online,Consumer,Rep_11,Apparel,Running Shoes,6,74.92,5.0,41.16,427.04,246.96,180.08,42.17,2025-06,2025,Tuesday
ORD100071,2024-12-13,West,Online,Consumer,Rep_03,Electronics,Wireless Earbuds,4,35.78,0.0,17.1,143.12,68.4,74.72,52.21,2024-12,2024,Friday
ORD100295,2024-09-17,South,Online,Enterprise,Rep_09,Electronics,Smartwatch,3,105.65,20.0,61.04,253.56,183.12,70.44,27.78,2024-09,2024,Tuesday
ORD101393,2024-06-24,South,Online,Consumer,Rep_09,Sports & Outdoors,Cycling Helmet,6,100.99,15.0,53.47,515.05,320.82,194.23,37.71,2024-06,2024,Monday
ORD101134,2025-09-21,East,In-Store,Consumer,Rep_14,Beauty,Face Serum,2,16.63,0.0,8.38,33.26,16.76,16.5,49.61,2025-09,2025,Sunday
ORD101506,2024-05-20,West,Marketplace,Consumer,Rep_05,Beauty,Hair Dryer,1,11.29,0.0,6.79,11.29,6.79,4.5,39.86,2024-05,2024,Monday
ORD100396,2025-01-05,East,Online,Consumer,Rep_05,Electronics,Power Bank,4,121.15,0.0,57.47,484.6,229.88,254.72,52.56,2025-01,2025,Sunday
ORD101879,2024-12-17,East,Marketplace,Consumer,Rep_07,Beauty,Makeup Kit,4,79.66,20.0,44.38,254.91,177.52,77.39,30.36,2024-12,2024,Tuesday
ORD100704,2024-02-26,West,Marketplace,Consumer,Rep_11,Home & Kitchen,Air Fryer,3,152.19,0.0,95.52,456.57,286.56,170.01,37.24,2024-02,2024,Monday
ORD100651,2024-03-27,East,In-Store,Consumer,Rep_06,Sports & Outdoors,Water Bottle,4,46.26,20.0,21.4,148.03,85.6,62.43,42.17,2024-03,2024,Wednesday
ORD101853,2025-05-26,North,Online,Small Business,Rep_03,Electronics,Laptop Stand,1,208.92,0.0,128.53,208.92,128.53,80.39,38.48,2025-05,2025,Monday
ORD101084,2025-05-10,East,Online,Consumer,Rep_15,Electronics,Bluetooth Speaker,3,88.72,0.0,54.12,266.16,162.36,103.8,39.0,2025-05,2025,Saturday
ORD102264,2024-06-10,West,In-Store,Consumer,Rep_09,Sports & Outdoors,Yoga Mat,6,29.09,0.0,16.77,174.54,100.62,73.92,42.35,2024-06,2024,Monday
ORD102299,2024-10-27,East,In-Store,Enterprise,Rep_03,Home & Kitchen,Coffee Maker,1,158.74,5.0,99.97,150.8,99.97,50.83,33.71,2024-10,2024,Sunday
ORD100240,2024-12-10,North,Marketplace,Consumer,Rep_11,Apparel,Yoga Pants,2,44.42,0.0,25.47,88.84,50.94,37.9,42.66,2024-12,2024,Tuesday
ORD100536,2025-05-30,East,Online,Consumer,Unassigned,Electronics,Smartwatch,6,56.69,0.0,26.93,340.14,161.58,178.56,52.5,2025-05,2025,Friday
ORD100670,2025-06-04,East,In-Store,Consumer,Rep_06,Home & Kitchen,Vacuum Cleaner,8,41.38,0.0,20.08,331.04,160.64,170.4,51.47,2025-06,2025,Wednesday
ORD102491,2024-07-29,East,Online,Consumer,Rep_09,Beauty,Skincare Set,6,72.92,0.0,38.92,437.52,233.52,204.0,46.63,2024-07,2024,Monday
ORD101990,2025-10-05,West,Online,Consumer,Rep_06,Apparel,Yoga Pants,6,38.64,0.0,23.44,231.84,140.64,91.2,39.34,2025-10,2025,Sunday
ORD101967,2024-06-05,South,Online,Small Business,Rep_02,Beauty,Face Serum,4,10.04,0.0,6.1,40.16,24.4,15.76,39.24,2024-06,2024,Wednesday
ORD101586,2024-04-20,South,Online,Consumer,Rep_07,Electronics,Smartwatch,5,69.39,0.0,42.9,346.95,214.5,132.45,38.18,2024-04,2024,Saturday
ORD102186,2024-08-10,North,Marketplace,Consumer,Rep_01,Electronics,Bluetooth Speaker,1,121.86,0.0,59.18,121.86,59.18,62.68,51.44,2024-08,2024,Saturday
ORD100013,2024-05-25,East,In-Store,Consumer,Rep_01,Sports & Outdoors,Dumbbell Set,3,140.76,0.0,90.19,422.28,270.57,151.71,35.93,2024-05,2024,Saturday
ORD102002,2024-12-23,North,Online,Consumer,Rep_10,Apparel,Yoga Pants,2,38.79,0.0,22.76,77.58,45.52,32.06,41.33,2024-12,2024,Monday
ORD102390,2025-11-07,East,Online,Consumer,Rep_13,Beauty,Skincare Set,4,57.75,5.0,33.29,219.45,133.16,86.29,39.32,2025-11,2025,Friday
ORD101058,2025-09-25,South,Online,Small Business,Rep_01,Apparel,Running Shoes,3,45.15,0.0,25.82,135.45,77.46,57.99,42.81,2025-09,2025,Thursday
ORD100496,2024-06-29,North,In-Store,Consumer,Rep_14,Beauty,Perfume,2,18.91,0.0,9.88,37.82,19.76,18.06,47.75,2024-06,2024,Saturday
ORD101755,2024-09-16,East,Online,Consumer,Rep_14,Electronics,Wireless Earbuds,4,82.05,0.0,37.37,328.2,149.48,178.72,54.45,2024-09,2024,Monday
ORD100376,2024-03-23,South,Online,Small Business,Rep_15,Home & Kitchen,Coffee Maker,5,135.81,5.0,90.91,645.1,454.55,190.55,29.54,2024-03,2024,Saturday
ORD101611,2024-09-17,North,Online,Consumer,Rep_05,Sports & Outdoors,Yoga Mat,3,121.5,10.0,58.95,328.05,176.85,151.2,46.09,2024-09,2024,Tuesday
ORD101157,2024-03-08,South,Marketplace,Small Business,Rep_01,Apparel,Winter Coat,1,119.25,0.0,77.47,119.25,77.47,41.78,35.04,2024-03,2024,Friday
ORD101644,2025-09-16,South,In-Store,Small Business,Rep_13,Apparel,Denim Jacket,4,42.82,0.0,21.59,171.28,86.36,84.92,49.58,2025-09,2025,Tuesday
ORD102609,2024-05-30,North,Online,Consumer,Rep_04,Home & Kitchen,Blender,3,116.56,0.0,53.09,349.68,159.27,190.41,54.45,2024-05,2024,Thursday
ORD102393,2024-02-16,South,In-Store,Consumer,Rep_13,Electronics,Bluetooth Speaker,4,40.49,5.0,23.39,153.86,93.56,60.3,39.19,2024-02,2024,Friday
ORD100358,2024-07-12,West,Online,Enterprise,Rep_13,Apparel,Winter Coat,1,52.64,0.0,23.74,52.64,23.74,28.9,54.9,2024-07,2024,Friday
ORD100287,2024-04-22,East,In-Store,Consumer,Rep_12,Apparel,Yoga Pants,4,117.97,0.0,66.28,471.88,265.12,206.76,43.82,2024-04,2024,Monday
ORD102637,2025-01-20,East,Online,Enterprise,Rep_12,Beauty,Face Serum,6,58.63,0.0,28.09,351.78,168.54,183.24,52.09,2025-01,2025,Monday
ORD102479,2024-03-19,West,Marketplace,Consumer,Rep_04,Home & Kitchen,Air Fryer,2,126.74,0.0,82.55,253.48,165.1,88.38,34.87,2024-03,2024,Tuesday
ORD102302,2025-08-29,South,In-Store,Consumer,Rep_11,Electronics,Wireless Earbuds,4,32.72,0.0,21.06,130.88,84.24,46.64,35.64,2025-08,2025,Friday
ORD102400,2025-07-01,West,Online,Consumer,Rep_11,Apparel,Denim Jacket,3,102.05,5.0,65.09,290.84,195.27,95.57,32.86,2025-07,2025,Tuesday
ORD100721,2025-08-01,West,Online,Small Business,Rep_15,Apparel,Backpack,1,46.24,5.0,30.27,43.93,30.27,13.66,31.09,2025-08,2025,Friday
ORD100232,2024-07-27,West,Online,Consumer,Rep_04,Electronics,Bluetooth Speaker,3,73.87,15.0,44.32,188.37,132.96,55.41,29.42,2024-07,2024,Saturday
ORD101670,2025-08-15,West,Marketplace,Consumer,Unassigned,Apparel,Backpack,2,66.88,10.0,30.55,120.38,61.1,59.28,49.24,2025-08,2025,Friday
ORD100341,2025-08-22,West,In-Store,Consumer,Rep_05,Apparel,Yoga Pants,3,45.39,5.0,23.36,129.36,70.08,59.28,45.83,2025-08,2025,Friday
ORD101650,2025-01-15,East,Online,Consumer,Rep_04,Home & Kitchen,Cookware Set,3,75.07,0.0,34.27,225.21,102.81,122.4,54.35,2025-01,2025,Wednesday
ORD102332,2025-07-30,West,In-Store,Consumer,Rep_04,Apparel,Running Shoes,3,100.61,0.0,46.25,301.83,138.75,163.08,54.03,2025-07,2025,Wednesday
ORD100699,2025-04-01,East,In-Store,Consumer,Rep_06,Apparel,Winter Coat,4,61.08,5.0,37.32,232.1,149.28,82.82,35.68,2025-04,2025,Tuesday
ORD101348,2024-09-28,West,Marketplace,Consumer,Rep_09,Home & Kitchen,Vacuum Cleaner,3,47.37,0.0,28.85,142.11,86.55,55.56,39.1,2024-09,2024,Saturday
ORD102375,2024-07-10,South,Online,Small Business,Rep_05,Electronics,Power Bank,2,133.99,0.0,70.53,267.98,141.06,126.92,47.36,2024-07,2024,Wednesday
ORD101737,2024-08-20,West,In-Store,Consumer,Rep_07,Apparel,Yoga Pants,4,118.39,5.0,67.21,449.88,268.84,181.04,40.24,2024-08,2024,Tuesday
ORD101749,2024-08-11,North,Online,Consumer,Rep_06,Electronics,Power Bank,2,44.86,0.0,28.33,89.72,56.66,33.06,36.85,2024-08,2024,Sunday
ORD102165,2025-03-02,South,Online,Consumer,Rep_07,Home & Kitchen,Air Fryer,4,130.42,5.0,82.14,495.6,328.56,167.04,33.7,2025-03,2025,Sunday
ORD102141,2024-03-28,East,In-Store,Consumer,Rep_08,Home & Kitchen,Cookware Set,2,44.82,0.0,26.99,89.64,53.98,35.66,39.78,2024-03,2024,Thursday
ORD102219,2025-06-18,West,Marketplace,Small Business,Rep_01,Apparel,Winter Coat,6,53.35,5.0,35.51,304.1,213.06,91.04,29.94,2025-06,2025,Wednesday
ORD100173,2024-03-21,East,Online,Consumer,Rep_08,Beauty,Makeup Kit,1,40.24,0.0,27.23,40.24,27.23,13.01,32.33,2024-03,2024,Thursday
ORD100141,2024-12-17,North,In-Store,Consumer,Rep_11,Sports & Outdoors,Dumbbell Set,5,58.73,0.0,29.04,293.65,145.2,148.45,50.55,2024-12,2024,Tuesday
ORD100204,2025-06-18,North,Online,Consumer,Rep_07,Sports & Outdoors,Dumbbell Set,7,88.34,5.0,49.99,587.46,349.93,237.53,40.43,2025-06,2025,Wednesday
