OrderID,OrderDate,Region,SalesChannel,CustomerSegment,SalesRep,ProductCategory,Product,Quantity,UnitPrice,DiscountPct,UnitCost,Revenue,Cost
ORD100833,2025-07-02,West,Marketplace,Enterprise,Rep_04,Apparel,Yoga Pants,1,82.09,0.0,42.3,82.09,42.3
ORD101553,2024-09-08,West,Online,Consumer,Rep_02,Home & Kitchen,Coffee Maker,1,104.99,5.0,50.95,99.74,50.95
ORD101485,2024-03-18,East,In-Store,Enterprise,Rep_09,Home & Kitchen,Coffee Maker,7,20.02,0.0,13.23,140.14,92.61
ORD100768,2024-02-01,South,In-Store,Small Business,Rep_07,Beauty,Face Serum,1,63.53,0.0,43.08,63.53,43.08
ORD101923,2024-01-13,North,Marketplace,Consumer,Rep_09,Sports & Outdoors,Dumbbell Set,3,18.92,0.0,9.19,56.76,27.57
ORD101036,2024-05-10,West,In-Store,Consumer,Rep_01,APPAREL,Running Shoes,2,110.82,0.0,73.5,221.64,147.0
ORD102439,2024-05-09,North,Marketplace,Enterprise,Rep_01,Apparel,Yoga Pants,2,101.99,5.0,58.88,193.78,117.76
ORD100004,2025-12-18,West,Online,Consumer,Rep_13,Home & Kitchen,Coffee Maker,3,125.91,0.0,77.58,377.73,232.74
ORD101213,2025-05-07,North,Online,Small Business,Rep_12,Electronics,Power Bank,5,193.7,0.0,105.53,968.5,527.65
ORD102195,2024-07-23,North,In-Store,Consumer,Rep_12,Apparel,Running Shoes,5,98.95,0.0,63.57,494.75,317.85
ORD101647,2024-05-23,West,Online,Consumer,Rep_08,Apparel,Yoga Pants,1,75.89,0.0,44.46,75.89,44.46
ORD102459,2024-11-10,West,Marketplace,Consumer,Rep_07,Beauty,Hair Dryer,7,52.07,5.0,27.81,346.27,194.67
ORD101884,2024-02-07,West,In-Store,Small Business,Rep_09,Home & Kitchen,Vacuum Cleaner,4,54.15,0.0,29.6,216.6,118.4
ORD101054,2024-12-29,East,In-Store,Enterprise,,Beauty,Skincare Set,6,45.73,0.0,26.42,274.38,158.52
ORD100350,2025-01-10,West,Marketplace,Consumer,Rep_10,Sports & Outdoors,Cycling Helmet,2,139.49,0.0,63.43,278.98,126.86
ORD102397,2024-07-05,North,Online,Consumer,Rep_09,Apparel,Yoga Pants,3,99.35,5.0,44.77,283.15,134.31
ORD102398,2025-09-02,South,Online,Enterprise,Rep_08,Electronics,Bluetooth Speaker,4,192.0,0.0,129.8,768.0,519.2
ORD100739,2025-04-29,North,Marketplace,Small Business,Rep_02,Sports & Outdoors,Yoga Mat,8,45.63,0.0,26.63,365.04,213.04
ORD100660,2024-04-01,South,In-Store,Consumer,Rep_07,Apparel,Denim Jacket,1,41.43,0.0,22.97,41.43,22.97
ORD102533,2025-03-02,West,Online,Small Business,Rep_12,Beauty,Perfume,4,62.02,0.0,36.71,248.08,146.84
ORD100036,2024-07-13,North,Online,Consumer,Rep_06,Beauty,Skincare Set,1,79.24,0.0,46.99,79.24,46.99
ORD101260,2024-11-11,South,Online,Enterprise,Rep_06,Sports & Outdoors,Dumbbell Set,6,68.26,0.0,31.43,409.56,188.58
ORD101128,2025-02-21,North,Online,Consumer,Rep_14,Apparel,Winter Coat,4,28.73,5.0,14.11,109.17,56.44
ORD101805,2025-02-23,West,In-Store,Consumer,Rep_14,Beauty,Perfume,1,14.91,10.0,9.88,13.42,9.88
ORD100158,2025-07-02,South,Online,Enterprise,Rep_08,Electronics,Laptop Stand,3,156.69,0.0,89.04,470.07,267.12
ORD102039,2025-04-13,North,In-Store,Consumer,Rep_15,Sports & Outdoors,Cycling Helmet,7,110.82,0.0,52.62,775.74,368.34
ORD100383,2024-09-14,East,In-Store,Consumer,Rep_13,Sports & Outdoors,Camping Tent,3,131.21,10.0,89.21,354.27,267.63
ORD101842,2024-12-24,South,Online,Consumer,Rep_09,ELECTRONICS,Laptop Stand,4,198.13,5.0,102.81,752.89,411.24
ORD101742,2024-04-22,North,In-Store,Enterprise,Rep_09,Electronics,Smartwatch,2,97.48,0.0,59.89,194.96,119.78
ORD100140,2025-05-05,North,Online,Consumer,Rep_06,Sports & Outdoors,Cycling Helmet,7,92.76,0.0,52.99,649.32,370.93
ORD100465,2025-11-17,North,In-Store,Small Business,Rep_08,Electronics,Smartwatch,11,188.58,10.0,87.27,1866.94,959.97
ORD101165,2024-01-16,North,Marketplace,Consumer,Rep_05,Home & Kitchen,Blender,5,26.73,0.0,14.09,133.65,70.45
ORD100299,2024-12-14,North,In-Store,Consumer,Rep_14,Apparel,Yoga Pants,6,21.59,0.0,13.36,129.54,80.16
ORD102626,2025-07-09,West,Online,Consumer,Rep_14,Sports & Outdoors,Cycling Helmet,2,95.9,0.0,46.31,191.8,92.62
ORD100397,2025-04-29,East,Online,Consumer,Rep_03,Apparel,Denim Jacket,2,113.33,10.0,67.16,203.99,134.32
ORD101997,2025-04-18,East,Online,Enterprise,Rep_01,Home & Kitchen,Vacuum Cleaner,4,79.88,5.0,37.78,303.54,151.12
ORD101949,2024-10-25,North,Online,Small Business,Rep_03,Home & Kitchen,Air Fryer,1,33.62,5.0,20.57,31.94,20.57
ORD101325,2024-05-12,North,Online,Enterprise,Rep_12,Beauty,Skincare Set,5,10.53,5.0,6.36,50.02,31.8
ORD100539,2025-07-29,West,Marketplace,Consumer,Rep_11,Home & Kitchen,Blender,3,164.0,5.0,91.52,467.4,274.56
ORD101459,2024-01-02,East,Online,Consumer,Rep_15,Home & Kitchen,Coffee Maker,2,64.99,0.0,40.05,129.98,80.1
ORD100009,2025-02-21,East,In-Store,Small Business,Rep_05,Apparel,Running Shoes,5,39.17,0.0,19.93,195.85,99.65
ORD102314,2025-10-14,North,Marketplace,Consumer,Rep_14,Beauty,Skincare Set,5,56.08,10.0,28.34,252.36,141.7
ORD102639,2025-09-20,South,In-Store,Small Business,Rep_12,Electronics,Power Bank,1,163.9,5.0,80.0,155.7,80.0
ORD100024,2024-06-28,West,Online,Enterprise,Rep_05,Electronics,Bluetooth Speaker,2,32.05,10.0,21.26,57.69,42.52
ORD101779,2025-05-01,South,Online,Small Business,Rep_01,Apparel,Winter Coat,5,96.66,0.0,60.02,483.3,300.1
ORD101067,2025-05-04,North,Marketplace,Consumer,Rep_10,Apparel,Yoga Pants,6,25.34,5.0,13.88,144.44,83.28
ORD100933,2024-09-11,North,Online,Enterprise,Rep_15,Home & Kitchen,Vacuum Cleaner,3,82.95,0.0,42.18,248.85,126.54
ORD101534,2025-01-20,North,Online,Enterprise,Rep_09,Electronics,Power Bank,8,108.71,5.0,61.57,826.2,492.56
ORD100251,2025-11-16,East,Online,Small Business,Rep_02,ELECTRONICS,Wireless Earbuds,3,210.18,10.0,128.01,567.49,384.03
ORD100752,2024-11-16,North,Online,Consumer,Rep_04,Home & Kitchen,Vacuum Cleaner,7,62.3,0.0,33.33,436.1,233.31
ORD101236,2024-10-01,North,In-Store,Consumer,,Home & Kitchen,Cookware Set,7,106.26,10.0,65.45,669.44,458.15
ORD101261,2024-06-25,East,Online,Small Business,Rep_07,SPORTS & OUTDOORS,Yoga Mat,4,98.87,5.0,65.22,375.71,260.88
ORD102536,2024-03-27,East,In-Store,Consumer,Rep_05,SPORTS & OUTDOORS,Cycling Helmet,2,24.18,0.0,14.66,48.36,29.32
ORD100715,2024-04-22,West,In-Store,Consumer,Rep_06,Apparel,Backpack,2,58.51,0.0,29.34,117.02,58.68
ORD101599,2024-03-19,North,Online,Small Business,Rep_11,Electronics,Bluetooth Speaker,1,49.43,0.0,25.58,49.43,25.58
ORD100734,2025-05-26,South,In-Store,Consumer,Rep_09,Apparel,Winter Coat,2,108.97,5.0,51.63,207.04,103.26
ORD101771,2025-03-10,West,Online,Consumer,Rep_04,Sports & Outdoors,Yoga Mat,3,145.09,0.0,90.51,435.27,271.53
ORD101643,2025-08-06,East,Online,Consumer,Rep_11,Home & Kitchen,Air Fryer,8,53.89,0.0,25.73,431.12,205.84
ORD102600,2024-12-28,East,Marketplace,Consumer,Rep_11,Beauty,Hair Dryer,3,84.89,5.0,49.34,241.94,148.02
ORD101135,2025-10-01,West,Online,Consumer,Rep_14,Electronics,Laptop Stand,9,177.66,5.0,105.64,1518.99,950.76
ORD101283,2024-02-13,East,Marketplace,Small Business,Rep_09,Beauty,Makeup Kit,5,16.66,0.0,7.89,83.3,39.45
ORD100020,2025-06-12,West,In-Store,Small Business,Rep_15,Sports & Outdoors,Yoga Mat,5,97.03,5.0,54.65,460.89,273.25
ORD100279,2025-07-07,North,Online,Consumer,Rep_07,Sports & Outdoors,Cycling Helmet,3,103.76,0.0,65.47,311.28,196.41
ORD100096,2024-03-18,West,In-Store,Small Business,Rep_01,Home & Kitchen,Cookware Set,5,66.06,5.0,40.03,313.78,200.15
ORD100855,2024-07-19,South,Marketplace,Enterprise,Rep_05,Electronics,Wireless Earbuds,3,181.46,0.0,115.19,544.38,345.57
ORD100441,2025-11-02,East,Marketplace,Enterprise,Rep_01,Sports & Outdoors,Water Bottle,3,13.2,0.0,6.72,39.6,20.16
ORD100172,2024-12-07,North,In-Store,Consumer,Rep_09,Beauty,Hair Dryer,5,81.14,0.0,43.85,405.7,219.25
ORD102081,2024-01-25,East,Online,,Rep_14,Electronics,Laptop Stand,5,33.36,10.0,17.8,150.12,89.0
ORD100871,2025-11-27,East,In-Store,Small Business,Rep_12,Sports & Outdoors,Water Bottle,4,134.14,10.0,62.08,482.9,248.32
ORD102447,2025-09-08,West,In-Store,Small Business,Rep_12,Home & Kitchen,Cookware Set,3,101.06,0.0,65.03,303.18,195.09
ORD102566,2024-03-10,East,Online,Small Business,Rep_11,Apparel,Winter Coat,1,93.61,0.0,58.18,93.61,58.18
ORD102173,2025-01-07,North,In-Store,Consumer,Rep_06,Electronics,Wireless Earbuds,4,141.6,0.0,91.85,566.4,367.4
ORD101653,2025-03-24,East,Online,Small Business,Rep_07,Sports & Outdoors,Dumbbell Set,5,77.15,5.0,50.81,366.46,254.05
ORD102505,2025-08-04,North,Online,Enterprise,Rep_04,Home & Kitchen,Coffee Maker,1,93.07,15.0,53.05,79.11,53.05
ORD100330,2025-03-01,East,Online,Enterprise,Rep_09,Home & Kitchen,Vacuum Cleaner,3,140.71,0.0,69.64,422.13,208.92
ORD101111,2025-09-05,West,In-Store,Small Business,Rep_04,Sports & Outdoors,Camping Tent,7,62.14,0.0,35.57,434.98,248.99
ORD101132,2024-03-20,East,In-Store,Consumer,Rep_15,Apparel,Backpack,1,59.1,0.0,39.9,59.1,39.9
ORD101718,2024-07-09,South,In-Store,Consumer,Rep_14,Apparel,Running Shoes,6,29.0,15.0,17.1,147.9,102.6
ORD101391,2024-10-02,East,Online,Consumer,Rep_13,Electronics,Power Bank,5,138.06,5.0,71.9,655.78,359.5
ORD102385,2024-04-07,North,In-Store,Small Business,Rep_09,Electronics,Bluetooth Speaker,4,68.74,5.0,34.53,261.21,138.12
ORD101380,2024-01-25,North,Marketplace,Consumer,Rep_14,Sports & Outdoors,Cycling Helmet,3,122.8,0.0,78.66,368.4,235.98
ORD101977,2024-10-07,East,In-Store,Small Business,Rep_07,Home & Kitchen,Cookware Set,1,131.31,0.0,86.45,131.31,86.45
ORD101507,2024-07-29,East,Online,Consumer,Rep_11,Electronics,Laptop Stand,2,203.36,15.0,111.25,345.71,222.5
ORD100095,2024-07-30,East,In-Store,Consumer,Rep_03,Electronics,Wireless Earbuds,4,203.89,5.0,135.76,774.78,543.04
ORD101010,2024-06-30,North,Marketplace,Enterprise,Rep_02,Home & Kitchen,Cookware Set,2,112.94,10.0,63.69,203.29,127.38
ORD101796,2024-09-21,East,In-Store,Enterprise,Rep_06,Electronics,Wireless Earbuds,1,196.31,5.0,95.63,186.49,95.63
ORD102224,2025-04-08,East,In-Store,Small Business,Rep_04,ELECTRONICS,Bluetooth Speaker,3,151.17,0.0,71.65,453.51,214.95
ORD102234,2024-01-06,West,Online,Consumer,Rep_06,Apparel,Winter Coat,5,89.24,5.0,42.07,423.89,210.35
ORD101690,2024-11-08,West,Online,Small Business,Rep_01,Apparel,Yoga Pants,5,83.9,0.0,54.93,419.5,274.65
ORD102643,2024-11-10,West,Online,Consumer,Rep_07,Apparel,Backpack,6,99.02,0.0,56.52,594.12,339.12
ORD101183,2024-06-09,North,Online,Consumer,Rep_15,Sports & Outdoors,Camping Tent,1,142.08,20.0,67.93,113.66,67.93
ORD100803,2025-05-03,North,Online,Consumer,Rep_07,Apparel,Denim Jacket,3,92.49,0.0,56.94,277.47,170.82
ORD100594,2024-12-25, East ,In-Store,Consumer,Rep_01,Electronics,Smartwatch,6,25.0,0.0,14.28,150.0,85.68
ORD100652,2025-12-13,East,Online,Small Business,Rep_11,Beauty,Skincare Set,6,50.04,5.0,25.28,285.23,151.68
ORD101122,2024-02-13,East,Online,Small Business,Rep_09,Apparel,Winter Coat,5,105.06,0.0,66.93,525.3,334.65
ORD102365,2025-05-17,West,Online,Consumer,Rep_04,Sports & Outdoors,Cycling Helmet,2,95.94,0.0,56.57,191.88,113.14
ORD101221,2024-11-13,East,Online,Consumer,Rep_13,Electronics,Bluetooth Speaker,5,192.39,0.0,94.93,961.95,474.65
ORD101203,2024-02-27,West,Online,Small Business,Rep_06,Home & Kitchen,Cookware Set,4,152.83,20.0,75.05,489.06,300.2
ORD100974,2025-09-01,West,In-Store,Consumer,Rep_08,Electronics,Power Bank,6,95.5,20.0,58.06,458.4,348.36
ORD101554,2024-10-29,South,In-Store,Consumer,Rep_09,Sports & Outdoors,Water Bottle,3,109.42,5.0,72.96,311.85,218.88
ORD102641,2024-07-16,North,In-Store,Consumer,Rep_05,Electronics,Bluetooth Speaker,4,61.86,0.0,30.42,247.44,121.68
ORD102313,2024-12-14,West,In-Store,Small Business,Rep_10,Electronics,Laptop Stand,4,50.83,0.0,33.51,203.32,134.04
ORD102254,2024-07-18,East,Online,Consumer,Rep_03,Beauty,Face Serum,1,76.66,0.0,51.55,76.66,51.55
ORD100541,2025-11-03,South,Marketplace,Small Business,Rep_02,Home & Kitchen,Air Fryer,5,45.59,0.0,25.4,227.95,127.0
ORD102480,2024-08-02,East,In-Store,Consumer,Rep_09,Sports & Outdoors,Dumbbell Set,1,97.76,0.0,64.78,97.76,64.78
ORD101363,2024-08-22,North,Online,Consumer,Rep_03,Sports & Outdoors,Yoga Mat,3,146.13,5.0,85.25,416.47,255.75
ORD100264,2024-04-22,East,Online,Small Business,Rep_10,Beauty,Perfume,1,22.83,0.0,13.3,22.83,13.3
ORD101999,2025-02-11,West,Online,Small Business,Rep_13,APPAREL,Running Shoes,3,116.14,0.0,55.71,348.42,167.13
ORD100447,2025-02-06,North,Marketplace,Enterprise,Rep_08,Apparel,Running Shoes,1,85.33,10.0,48.16,76.8,48.16
ORD100210,2024-06-21,West,Online,Consumer,Rep_14,Home & Kitchen,Coffee Maker,2,70.82,15.0,46.37,120.39,92.74
ORD100857,2025-06-01,North,Online,Small Business,Rep_13,Apparel,Winter Coat,6,73.59,0.0,34.1,441.54,204.6
ORD100377,2025-06-29,East,Marketplace,Consumer,Rep_07,Sports & Outdoors,Cycling Helmet,9,46.06,20.0,23.49,331.63,211.41
ORD100921,2025-12-05,East,Marketplace,Consumer,Rep_11,Beauty,Makeup Kit,5,60.42,0.0,29.1,302.1,145.5
ORD101146,2024-11-25,North,In-Store,Consumer,Rep_15,Home & Kitchen,Cookware Set,8,164.44,0.0,86.43,1315.52,691.44
ORD101438,2024-06-11,West,Online,Small Business,Rep_05,Beauty,Face Serum,3,53.82,0.0,27.18,161.46,81.54
ORD101102,2024-11-15,West,Online,Small Business,Rep_01,Apparel,Yoga Pants,6,79.84,5.0,37.64,455.09,225.84
ORD102030,2025-03-18,North,Marketplace,Enterprise,Rep_01,Apparel,Denim Jacket,1,18.98,0.0,8.63,18.98,8.63
ORD102555,2024-07-30,East,Online,Consumer,Rep_05,Home & Kitchen,Coffee Maker,1,90.71,5.0,56.78,86.17,56.78
ORD100300,2024-12-31,North,Online,Small Business,Rep_13,Beauty,Hair Dryer,1,13.88,0.0,7.93,13.88,7.93
ORD101421,2024-02-16,South,In-Store,Consumer,Rep_11,Home & Kitchen,Blender,2,167.24,15.0,94.16,284.31,188.32
ORD102129,2024-04-30,West,Online,Small Business,Rep_07,Apparel,Running Shoes,4,24.73,0.0,13.66,98.92,54.64
ORD101390,2024-03-06,North,In-Store,Small Business,Rep_15,Sports & Outdoors,Water Bottle,3,63.29,0.0,35.7,189.87,107.1
ORD100553,2025-06-09,North,Online,Consumer,Rep_02,Apparel,Winter Coat,4,87.54,5.0,40.87,332.65,163.48
ORD100488,2024-09-04,East,Online,Consumer,Rep_02,Sports & Outdoors,Camping Tent,5,86.53,0.0,55.54,432.65,277.7
ORD100561,2025-11-24,South,In-Store,Consumer,Rep_10,Beauty,Perfume,6,49.82,10.0,31.81,269.03,190.86
ORD100467,2025-02-12,South,In-Store,Consumer,Rep_11,Beauty,Face Serum,6,29.6,0.0,13.33,177.6,79.98
ORD100845,2025-05-06,North,Online,Consumer,Rep_05,Sports & Outdoors,Dumbbell Set,5,50.22,5.0,25.9,238.54,129.5
ORD101090,2025-06-11,North,Marketplace,Small Business,Rep_02,Beauty,Face Serum,4,32.26,0.0,15.62,129.04,62.48
ORD100468,2025-05-28,South,Online,Small Business,Rep_09,Home & Kitchen,Vacuum Cleaner,9,154.44,0.0,80.32,1389.96,722.88
ORD101770,2024-07-05,West,Online,Consumer,Rep_03,Apparel,Backpack,5,40.12,5.0,26.46,190.57,132.3
ORD101758,2024-12-05,West,In-Store,Small Business,Rep_11,Beauty,Perfume,4,46.29,20.0,31.35,148.13,125.4
ORD100895,2025-10-04,West,Online,Consumer,Rep_04,Beauty,Makeup Kit,2,36.66,15.0,23.05,62.32,46.1
ORD102623,2024-09-02,West,Online,Enterprise,Rep_04,Apparel,Denim Jacket,4,42.48,15.0,25.44,144.43,101.76
ORD102260,2024-03-05,West,Marketplace,Consumer,Rep_15,Sports & Outdoors,Yoga Mat,5,38.95,10.0,20.97,175.28,104.85
ORD101061,2024-05-09,South,Marketplace,Enterprise,,Home & Kitchen,Coffee Maker,1,74.5,0.0,46.31,74.5,46.31
ORD101764,2025-11-12,East,Online,Small Business,Rep_09,Beauty,Hair Dryer,9,47.93,5.0,32.41,409.8,291.69
ORD101691,2025-08-15,South,Online,Consumer,Rep_06,Home & Kitchen,Blender,1,92.81,0.0,62.56,92.81,62.56
ORD101423,2024-04-30,West,In-Store,Small Business,Rep_10,Beauty,Skincare Set,1,17.39,15.0,9.63,14.78,9.63
ORD102300,2024-12-06,West,Online,Consumer,Rep_07,Sports & Outdoors,Yoga Mat,6,119.89,0.0,65.13,719.34,390.78
ORD102017,2025-01-14,South,Online,Small Business,Rep_08,Home & Kitchen,Air Fryer,4,64.84,0.0,43.51,259.36,174.04
ORD101959,2025-04-10,West,Online,Consumer,Rep_07,Electronics,Wireless Earbuds,1,176.83,0.0,88.38,176.83,88.38
ORD102033,2025-05-02,North,In-Store,Consumer,Rep_06,Electronics,Wireless Earbuds,3,180.91,0.0,97.7,542.73,293.1
ORD102307,2025-08-10,West,Online,,Rep_08,Home & Kitchen,Cookware Set,6,60.98,0.0,41.13,365.88,246.78
ORD100955,2024-05-29,West,Online,Consumer,Rep_11,Beauty,Face Serum,7,85.82,0.0,57.77,600.74,404.39
ORD100439,2024-12-03,West,Online,Small Business,Rep_06,Electronics,Bluetooth Speaker,4,50.21,0.0,22.68,200.84,90.72
ORD101458,2024-02-27,South,Marketplace,Consumer,Rep_13,Beauty,Face Serum,2,39.01,10.0,23.41,70.22,46.82
ORD100021,2025-08-03,North,Online,Consumer,,Apparel,Running Shoes,4,96.3,0.0,46.61,385.2,186.44
ORD100180,2025-02-20,West,Online,Consumer,Rep_09,Electronics,Laptop Stand,3,219.22,0.0,116.49,657.66,349.47
ORD101039,2025-07-15,East,In-Store,Consumer,Rep_14,Beauty,Makeup Kit,5,50.15,20.0,27.36,200.6,136.8
ORD102391,2025-04-23,North,Online,Enterprise,Rep_04,Apparel,Denim Jacket,7,36.6,0.0,22.0,256.2,154.0
ORD100987,2025-04-30,East,Online,Consumer,Rep_13,Apparel,Yoga Pants,4,94.12,0.0,57.46,376.48,229.84
ORD101096,2025-03-30,West,Online,Consumer,Rep_06,Beauty,Face Serum,4,69.03,10.0,37.39,248.51,149.56
ORD101901,2024-11-22,North,Online,Consumer,Rep_08,Home & Kitchen,Blender,5,169.31,10.0,82.06,761.9,410.3
ORD102577,2024-11-09,West,Marketplace,Consumer,Rep_10,Electronics,Wireless Earbuds,3,104.95,5.0,51.36,299.11,154.08
ORD101208,2025-01-25,West,Online,Consumer,Rep_04,Apparel,Backpack,3,43.87,0.0,24.73,131.61,74.19
ORD100203,2025-12-01,East,Online,Consumer,Rep_06,Electronics,Smartwatch,6,54.94,0.0,35.95,329.64,215.7
ORD101171,2024-10-08,South,Online,Small Business,Rep_11,Apparel,Backpack,1,70.49,5.0,36.57,66.97,36.57
ORD100626,2025-02-28,North,Online,Consumer,Rep_14,Beauty,Skincare Set,4,48.12,20.0,31.27,0.0,125.08
ORD101062,2025-07-21,North,Online,Consumer,Rep_15,Apparel,Winter Coat,1,36.8,20.0,19.52,29.44,19.52
ORD101522,2025-06-28,West,Online,Consumer,Rep_06,Electronics,Smartwatch,3,65.07,5.0,36.34,185.45,109.02
ORD101772,2025-06-04,South,Online,Consumer,Rep_15,Electronics,Laptop Stand,5,186.96,5.0,114.98,888.06,574.9
ORD101180,2025-10-20,South,Online,Consumer,Rep_02,Electronics,Wireless Earbuds,7,123.96,0.0,79.83,867.72,558.81
ORD101123,2024-04-23,North,In-Store,Consumer,Rep_04,BEAUTY,Hair Dryer,5,13.36,10.0,6.77,60.12,33.85
ORD100487,2025-05-07, East ,Online,Consumer,Rep_07,Electronics,Bluetooth Speaker,3,148.96,0.0,72.92,446.88,218.76
ORD100229,2025-03-09,South,Online,Enterprise,Rep_03,Apparel,Winter Coat,1,35.68,0.0,21.41,35.68,21.41
ORD101051,2024-04-24,East,In-Store,Consumer,Rep_06,Electronics,Bluetooth Speaker,4,124.17,0.0,66.06,496.68,264.24
ORD102221,2024-08-21,North,Online,Small Business,Rep_03,Home & Kitchen,Blender,1,22.52,10.0,12.84,20.27,12.84
ORD101751,2024-03-06,West,Marketplace,Consumer,Rep_10,Beauty,Skincare Set,3,87.68,,43.35,263.04,130.05
ORD102045,2025-10-09,North,In-Store,Consumer,Rep_02,Sports & Outdoors,Yoga Mat,3,46.64,10.0,24.69,125.93,74.07
ORD102424,2025-02-01,East,In-Store,Consumer,Rep_14,Electronics,Bluetooth Speaker,3,121.99,0.0,62.45,365.97,187.35
ORD100286,2025-01-21,West,Online,Small Business,Rep_10,Apparel,Winter Coat,2,81.33,0.0,51.58,162.66,103.16
ORD101511,2025-04-26,East,Online,Consumer,Rep_02,Electronics,Wireless Earbuds,5,110.62,0.0,67.14,553.1,335.7
ORD100674,2024-06-05,West,Online,Consumer,Rep_05,Beauty,Hair Dryer,5,37.64,5.0,22.81,178.79,114.05
ORD100454,2024-07-05,East,Marketplace,Consumer,Rep_15,Sports & Outdoors,Camping Tent,4,99.61,0.0,63.25,398.44,253.0
ORD102578,2025-04-08,East,Online,Consumer,Rep_11,Apparel,Running Shoes,3,70.39,15.0,40.27,179.49,120.81
ORD102189,2025-05-04,North,Online,Consumer,Rep_05,Electronics,Wireless Earbuds,6,49.6,0.0,28.54,297.6,171.24
ORD100810,2024-09-19,West,Online,Small Business,Rep_06,Electronics,Power Bank,3,188.92,0.0,92.4,566.76,277.2
ORD100669,2024-09-14,West,In-Store,Consumer,Rep_11,Electronics,Bluetooth Speaker,4,34.69,0.0,19.02,138.76,76.08
ORD101958,2025-07-16,North,Marketplace,Consumer,Rep_07,Home & Kitchen,Vacuum Cleaner,2,165.53,0.0,104.88,331.06,209.76
ORD100431,2024-01-11,East,Online,Small Business,Rep_09,Sports & Outdoors,Cycling Helmet,3,127.31,0.0,63.08,381.93,189.24
ORD102242,2025-09-26,North,In-Store,Consumer,Rep_08,Electronics,Wireless Earbuds,8,138.88,0.0,77.12,1111.04,616.96
ORD102318,2025-10-28,South,Online,Consumer,Rep_02,Sports & Outdoors,Water Bottle,5,101.34,0.0,61.63,506.7,308.15
ORD102642,2024-05-05,North,Online,Small Business,Rep_15,Sports & Outdoors,Dumbbell Set,2,87.46,0.0,51.29,174.92,102.58
ORD100344,2025-02-07,North,In-Store,Small Business,Rep_14,Home & Kitchen,Blender,2,66.86,10.0,42.65,120.35,85.3
ORD100620,2024-06-10,South,Online,Small Business,Rep_03,Electronics,Laptop Stand,4,113.92,0.0,53.95,455.68,215.8
ORD101355,2025-03-03,West,In-Store,Consumer,Rep_12,Electronics,Smartwatch,2,169.82,5.0,81.78,322.66,163.56
ORD102378,2024-08-02,West,Online,Consumer,Rep_12,Electronics,Wireless Earbuds,2,202.65,15.0,92.56,344.5,185.12
ORD101321,2024-07-19,South,Marketplace,Consumer,Rep_09,Electronics,Bluetooth Speaker,6,105.29,0.0,53.51,631.74,321.06
ORD100802,2024-02-21,North,In-Store,Small Business,Rep_06,Sports & Outdoors,Cycling Helmet,5,48.23,5.0,25.5,229.09,127.5
ORD101795,2024-11-21,North,Online,Consumer,Rep_04,Beauty,Perfume,6,43.72,0.0,28.45,262.32,170.7
ORD100178,2024-02-09,East,In-Store,Consumer,Rep_11,Beauty,Skincare Set,3,30.41,5.0,15.58,86.67,46.74
ORD100070,2025-03-12,North,Marketplace,Consumer,Rep_13,Apparel,Backpack,2,37.59,0.0,20.57,75.18,41.14
ORD100864,2024-02-23,East,Marketplace,Consumer,Rep_04,Electronics,Wireless Earbuds,3,97.83,0.0,53.09,293.49,159.27
ORD102006,2025-11-08,West,Online,Small Business,Rep_14,Apparel,Denim Jacket,2,54.42,0.0,26.39,108.84,52.78
ORD101604,2025-03-29,East,Online,Consumer,Rep_06,Apparel,Denim Jacket,5,50.41,0.0,25.52,252.05,127.6
ORD100130,2025-01-28,North,In-Store,Consumer,Rep_11,Home & Kitchen,Vacuum Cleaner,3,135.75,0.0,67.84,407.25,203.52
ORD101922,2025-03-06,West,Online,Small Business,Rep_13,ELECTRONICS,Smartwatch,1,178.47,5.0,85.7,169.55,85.7
ORD101520,2024-08-02,South,Online,Consumer,Rep_04,Home & Kitchen,Coffee Maker,1,95.6,0.0,54.51,95.6,54.51
ORD100291,2024-09-14,East,Online,Consumer,Rep_04,Apparel,Running Shoes,6,78.09,0.0,35.6,468.54,213.6
ORD101140,2025-05-09, South ,Online,Consumer,Rep_01,Sports & Outdoors,Cycling Helmet,3,105.22,0.0,68.82,315.66,206.46
ORD100127,2024-07-07,South,Marketplace,Consumer,Rep_14,Home & Kitchen,Coffee Maker,2,168.74,10.0,85.76,303.73,171.52
ORD101857,2024-03-24,North,Marketplace,Consumer,Rep_09,Apparel,Denim Jacket,6,86.69,0.0,48.17,520.14,289.02
ORD100284,2024-05-26,East,Marketplace,Small Business,Rep_11,Electronics,Smartwatch,3,81.26,0.0,45.27,243.78,135.81
ORD101761,2024-12-05,South,Online,Consumer,Rep_09,Apparel,Backpack,3,107.2,0.0,55.21,321.6,165.63
ORD100623,2025-09-10,East,In-Store,Consumer,Rep_05,Apparel,Winter Coat,7,44.34,5.0,29.99,294.86,209.93
ORD100470,2025-08-05,North,Online,Enterprise,Rep_10,Apparel,Backpack,4,23.08,0.0,10.73,92.32,42.92
ORD100688,2024-08-26,West,Online,Consumer,Rep_12,Home & Kitchen,Coffee Maker,5,118.73,0.0,59.35,593.65,296.75
ORD100832,2025-04-02,West,Marketplace,Consumer,Rep_02,Sports & Outdoors,Yoga Mat,3,32.05,0.0,21.56,96.15,64.68
ORD102367,2025-05-22,West,In-Store,Consumer,Rep_11,Electronics,Power Bank,4,71.26,0.0,39.9,285.04,159.6
